Time,"User full name","Affected user","Event context",Component,"Event name",Description,Origin,"IP address"
"28/05/20, 16:58","Admin User as Barbara Gardner","Barbara Gardner","Assignment: Tell me what you have learned so far.","Online text submissions","Submission created.","The user with id '118' created an online text submission with '4' words in the assignment with course module id '106'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:58","Admin User as Barbara Gardner",-,"Assignment: Tell me what you have learned so far.","Online text submissions","An online text has been uploaded.","The user with id '118' has saved an online text submission with id '7' in the assignment activity with course module id '106'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:58","Admin User as Barbara Gardner",-,"Assignment: Tell me what you have learned so far.",Assignment,"Course module viewed","The user with id '118' viewed the 'assign' activity with course module id '106'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:58","Admin User as Barbara Gardner","Barbara Gardner","Assignment: Tell me what you have learned so far.",Assignment,"Submission form viewed.","The user with id '118' viewed their submission for the assignment with course module id '106'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:58","Admin User as Barbara Gardner",-,"Assignment: Tell me what you have learned so far.",Assignment,"Course module viewed","The user with id '118' viewed the 'assign' activity with course module id '106'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:58","Admin User as Barbara Gardner",-,"Assignment: Tell me what you have learned so far.",Assignment,"The status of the submission has been viewed.","The user with id '118' has viewed the submission status page for the assignment with course module id '106'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:58","Admin User as Barbara Gardner",-,"Assignment: Tell me what you have learned so far.",Assignment,"Course module viewed","The user with id '118' viewed the 'assign' activity with course module id '106'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:58","Admin User as Barbara Gardner",-,"Course: Junior Mathematics","User tours","Tour ended","The user with id '118' has ended the tour with id '1' at step index '0' (id '1') on the page with URL 'http://localhost/course/view.php?id=8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:58","Admin User as Barbara Gardner",-,"Course: Junior Mathematics","User tours","Step shown","The user with id '118' has viewed the tour with id '1' at step index '0' (id '1') on the page with URL 'http://localhost/course/view.php?id=8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:58","Admin User as Barbara Gardner",-,"Course: Junior Mathematics","User tours","Tour started","The user with id '118' has started the tour with id '1' on the page with URL 'http://localhost/course/view.php?id=8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:58","Admin User as Barbara Gardner",-,"Course: Junior Mathematics",System,"Course viewed","The user with id '118' viewed the course with id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:57","Admin User","Barbara Gardner","Course: Junior Mathematics",System,"User profile viewed","The user with id '2' viewed the profile for the user with id '118' in the course with id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:57","Admin User",-,"Course: Junior Mathematics",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:54","Admin User",-,"Assignment: Tell me what you have learned so far.",Assignment,"The status of the submission has been viewed.","The user with id '2' has viewed the submission status page for the assignment with course module id '106'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:54","Admin User",-,"Assignment: Tell me what you have learned so far.",Assignment,"Course module viewed","The user with id '2' viewed the 'assign' activity with course module id '106'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:54","Admin User",-,"Course: Junior Mathematics","Grader report","Grader report viewed","The user with id '2' viewed the grader report in the gradebook.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:53","Admin User",-,"Course: Junior Mathematics",System,"Course viewed","The user with id '2' viewed the course with id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:56","Admin User",-,"Course: Junior Mathematics",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:56","Admin User","C Oordinator","Course: Junior Mathematics",System,"Role assigned","The user with id '2' assigned the role with id '3' to the user with id '103'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:56","Admin User","C Oordinator","Course: Junior Mathematics",System,"User enrolled in course","The user with id '2' enrolled the user with id '103' using the enrolment method 'manual' in the course with id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:55","Admin User",-,"Course: Junior Mathematics",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics","Grader report","Grader report viewed","The user with id '2' viewed the grader report in the gradebook.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:50",-,"Barbara Gardner","Course: Junior Mathematics",System,"User graded","The user with id '-1' updated the grade with id '20' for the user with id '118' for the grade item with id '26'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Grade item updated","The user with id '2' updated a grade item with id '26' of type 'course' and name '' in the course with the id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Grade item updated","The user with id '2' updated a grade item with id '27' of type 'mod' and name 'Investigating further..' in the course with the id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Grade item updated","The user with id '2' updated a grade item with id '28' of type 'mod' and name 'Tell me what you have learned so far.' in the course with the id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Course viewed","The user with id '2' viewed the course with id '8'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Course restored","The user with id '2' restored the course with id '8'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Course section created","The user with id '2' created section number '3' for the course with id '8'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Course section created","The user with id '2' created section number '2' for the course with id '8'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Grade item updated","The user with id '2' updated a grade item with id '28' of type 'mod' and name 'Tell me what you have learned so far.' in the course with the id '8'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Grade item created","The user with id '2' created a grade item with id '28' of type 'mod' and name 'Tell me what you have learned so far.' in the course with the id '8'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Grade item updated","The user with id '2' updated a grade item with id '27' of type 'mod' and name 'Investigating further..' in the course with the id '8'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Grade item created","The user with id '2' created a grade item with id '27' of type 'mod' and name 'Investigating further..' in the course with the id '8'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Grade item created","The user with id '2' created a grade item with id '26' of type 'course' and name '' in the course with the id '8'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Course section created","The user with id '2' created section number '1' for the course with id '8'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Course section created","The user with id '2' created section number '0' for the course with id '8'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User","Jennifer Larson","Course: Junior Mathematics",System,"Role assigned","The user with id '2' assigned the role with id '3' to the user with id '121'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User","Barbara Gardner","Course: Junior Mathematics",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '118'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'self' with id '18'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'guest' with id '17'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User","Barbara Gardner","Course: Junior Mathematics",System,"User enrolled in course","The user with id '2' enrolled the user with id '118' using the enrolment method 'manual' in the course with id '8'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User","Jennifer Larson","Course: Junior Mathematics",System,"User enrolled in course","The user with id '2' enrolled the user with id '121' using the enrolment method 'manual' in the course with id '8'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:50","Admin User",-,"Course: Junior Mathematics",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'manual' with id '16'.",restore,0:0:0:0:0:0:0:1
