Time,"User full name","Affected user","Event context",Component,"Event name",Description,Origin,"IP address"
"28/05/20, 16:26","Admin User as Anna Alexander","Anna Alexander","Quiz: Balancing Chemical  Equations (Rob Bright)",Quiz,"Quiz attempt viewed","The user with id '120' has viewed the attempt with id '7' belonging to the user with id '120' for the quiz with course module id '94'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:26","Admin User as Anna Alexander","Anna Alexander","Quiz: Balancing Chemical  Equations (Rob Bright)",Quiz,"Quiz attempt started","The user with id '120' has started the attempt with id '7' for the quiz with course module id '94'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:26","Admin User as Anna Alexander",-,"Quiz: Balancing Chemical  Equations (Rob Bright)",Quiz,"Course module viewed","The user with id '120' viewed the 'quiz' activity with course module id '94'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:26","Admin User as Anna Alexander",-,"Course:  Revision: Chemistry","User tours","Tour ended","The user with id '120' has ended the tour with id '1' at step index '0' (id '1') on the page with URL 'http://localhost/course/view.php?id=7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:26","Admin User as Anna Alexander",-,"Course:  Revision: Chemistry","User tours","Step shown","The user with id '120' has viewed the tour with id '1' at step index '0' (id '1') on the page with URL 'http://localhost/course/view.php?id=7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:26","Admin User as Anna Alexander",-,"Course:  Revision: Chemistry","User tours","Tour started","The user with id '120' has started the tour with id '1' on the page with URL 'http://localhost/course/view.php?id=7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:26","Admin User as Anna Alexander",-,"Course:  Revision: Chemistry",System,"Course viewed","The user with id '120' viewed the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Anna Alexander","Course:  Revision: Chemistry",System,"User profile viewed","The user with id '2' viewed the profile for the user with id '120' in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User",-,"Course:  Revision: Chemistry",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Lena Hoffmann","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '95'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Lena Hoffmann","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '95' using the enrolment method 'manual' in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Hanna Hoffmann","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '96'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Hanna Hoffmann","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '96' using the enrolment method 'manual' in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Hanna Hoffmann","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '75'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Hanna Hoffmann","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '75' using the enrolment method 'manual' in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Ann Hansen","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '133'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Ann Hansen","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '133' using the enrolment method 'manual' in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Amanda Hamilton","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '110'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Amanda Hamilton","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '110' using the enrolment method 'manual' in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Brian Franklin","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '111'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Brian Franklin","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '111' using the enrolment method 'manual' in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Frances Banks","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '112'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Frances Banks","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '112' using the enrolment method 'manual' in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Anna Alexander","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '120'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User","Anna Alexander","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '120' using the enrolment method 'manual' in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:25","Admin User",-,"Course:  Revision: Chemistry",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:57","Admin User",-,"Course:  Revision: Chemistry",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:57","Admin User","C Oordinator","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '3' to the user with id '103'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:57","Admin User","C Oordinator","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '103' using the enrolment method 'manual' in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:55","Admin User",-,"Course:  Revision: Chemistry",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry","Grader report","Grader report viewed","The user with id '2' viewed the grader report in the gradebook.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Course viewed","The user with id '2' viewed the course with id '7'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Course restored","The user with id '2' restored the course with id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item updated","The user with id '2' updated a grade item with id '25' of type 'mod' and name 'Atomic Numbers (John Rodgers)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item created","The user with id '2' created a grade item with id '25' of type 'mod' and name 'Atomic Numbers (John Rodgers)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item updated","The user with id '2' updated a grade item with id '24' of type 'mod' and name 'Chemical Symbols Nomenclature --(John Rodgers)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item created","The user with id '2' created a grade item with id '24' of type 'mod' and name 'Chemical Symbols Nomenclature --(John Rodgers)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item updated","The user with id '2' updated a grade item with id '23' of type 'mod' and name 'Chemical Nomenclature List 1B-- From Series (Sherry Brown)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item created","The user with id '2' created a grade item with id '23' of type 'mod' and name 'Chemical Nomenclature List 1B-- From Series (Sherry Brown)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item updated","The user with id '2' updated a grade item with id '22' of type 'mod' and name 'Chemical Nomenclature List 1a - from series (Sherry Brown)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item created","The user with id '2' created a grade item with id '22' of type 'mod' and name 'Chemical Nomenclature List 1a - from series (Sherry Brown)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item updated","The user with id '2' updated a grade item with id '21' of type 'mod' and name 'Chemical Nomenclature (John Rodgers)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item created","The user with id '2' created a grade item with id '21' of type 'mod' and name 'Chemical Nomenclature (John Rodgers)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item updated","The user with id '2' updated a grade item with id '20' of type 'mod' and name 'Molar mass calculations (Rob Bright)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item created","The user with id '2' created a grade item with id '20' of type 'mod' and name 'Molar mass calculations (Rob Bright)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item updated","The user with id '2' updated a grade item with id '19' of type 'mod' and name 'Type of chemical reaction (Rob Bright)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item created","The user with id '2' created a grade item with id '19' of type 'mod' and name 'Type of chemical reaction (Rob Bright)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item updated","The user with id '2' updated a grade item with id '18' of type 'mod' and name 'Balancing Chemical  Equations (Rob Bright)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item created","The user with id '2' created a grade item with id '18' of type 'mod' and name 'Balancing Chemical  Equations (Rob Bright)' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Course section created","The user with id '2' created section number '1' for the course with id '7'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item updated","The user with id '2' updated a grade item with id '17' of type 'mod' and name 'Chemvantage Atoms and Elements Quiz' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item created","The user with id '2' created a grade item with id '17' of type 'mod' and name 'Chemvantage Atoms and Elements Quiz' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Grade item created","The user with id '2' created a grade item with id '16' of type 'course' and name '' in the course with the id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Course section created","The user with id '2' created section number '0' for the course with id '7'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User","Barbara Gardner","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '118'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User","Mark Dunn","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '3' to the user with id '105'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User","Amy Gonzalez","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '3' to the user with id '106'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User","Lisa Diaz","Course:  Revision: Chemistry",System,"Role assigned","The user with id '2' assigned the role with id '3' to the user with id '107'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'self' with id '15'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'guest' with id '14'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User","Barbara Gardner","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '118' using the enrolment method 'manual' in the course with id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User","Lisa Diaz","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '107' using the enrolment method 'manual' in the course with id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User","Amy Gonzalez","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '106' using the enrolment method 'manual' in the course with id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User","Mark Dunn","Course:  Revision: Chemistry",System,"User enrolled in course","The user with id '2' enrolled the user with id '105' using the enrolment method 'manual' in the course with id '7'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:48","Admin User",-,"Course:  Revision: Chemistry",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'manual' with id '13'.",restore,0:0:0:0:0:0:0:1
