Time,"User full name","Affected user","Event context",Component,"Event name",Description,Origin,"IP address"
"28/05/20, 10:34","Admin User as Ava Wilson",-,"Course: Algebra","User tours","Tour ended","The user with id '3' has ended the tour with id '1' at step index '0' (id '1') on the page with URL 'http://localhost/course/view.php?id=3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:34","Admin User as Ava Wilson",-,"Course: Algebra","User tours","Step shown","The user with id '3' has viewed the tour with id '1' at step index '0' (id '1') on the page with URL 'http://localhost/course/view.php?id=3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:34","Admin User as Ava Wilson",-,"Course: Algebra","User tours","Tour started","The user with id '3' has started the tour with id '1' on the page with URL 'http://localhost/course/view.php?id=3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:34","Admin User as Ava Wilson",-,"Course: Algebra",System,"Course viewed","The user with id '3' viewed the course with id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:34","Admin User","Ava Wilson","Course: Algebra",System,"User profile viewed","The user with id '2' viewed the profile for the user with id '3' in the course with id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:33","Admin User",-,"Assignment: Assignment 1",Assignment,"Grading table viewed","The user with id '2' viewed the grading table for the assignment with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:33","Admin User",-,"Assignment: Assignment 1",Assignment,"Course module viewed","The user with id '2' viewed the 'assign' activity with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:33","Admin User",-,"Assignment: Assignment 1",Assignment,"The status of the submission has been viewed.","The user with id '2' has viewed the submission status page for the assignment with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:33","Admin User",-,"Assignment: Assignment 1",Assignment,"Course module viewed","The user with id '2' viewed the 'assign' activity with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:33","Admin User",-,"Course: Algebra",System,"Course viewed","The user with id '2' viewed the course with id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:32","Admin User","Ava Wilson","Assignment: Assignment 1",Assignment,"Grading form viewed","The user with id '2' viewed the grading form for the user with id '3' for the assignment with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:32","Admin User",-,"Assignment: Assignment 1",Assignment,"Grading table viewed","The user with id '2' viewed the grading table for the assignment with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:32","Admin User",-,"Assignment: Assignment 1",Assignment,"Course module viewed","The user with id '2' viewed the 'assign' activity with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:32","Admin User",-,"Assignment: Assignment 1",Assignment,"Grading table viewed","The user with id '2' viewed the grading table for the assignment with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:32","Admin User",-,"Assignment: Assignment 1",Assignment,"Course module viewed","The user with id '2' viewed the 'assign' activity with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:32","Admin User",-,"Assignment: Assignment 1",Assignment,"The status of the submission has been viewed.","The user with id '2' has viewed the submission status page for the assignment with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:32","Admin User",-,"Assignment: Assignment 1",Assignment,"Course module viewed","The user with id '2' viewed the 'assign' activity with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:32","Admin User",-,"Course: Algebra",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:32","Admin User","C Oordinator","Course: Algebra",System,"Role assigned","The user with id '2' assigned the role with id '3' to the user with id '103'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:32","Admin User","C Oordinator","Course: Algebra",System,"User enrolled in course","The user with id '2' enrolled the user with id '103' using the enrolment method 'manual' in the course with id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:31","Admin User",-,"Course: Algebra",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra","Grader report","Grader report viewed","The user with id '2' viewed the grader report in the gradebook.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Course viewed","The user with id '2' viewed the course with id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '21' in the discussion '11' located in the forum with course module id '69'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Forum: Forum",System,"Course module created","The user with id '2' created the 'forum' activity with course module id '69'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User","Ava Wilson","Course: Algebra",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User","Ava Wilson","Course: Algebra",System,"User enrolled in course","The user with id '2' enrolled the user with id '3' using the enrolment method 'manual' in the course with id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"File: Big file 0",System,"Course module created","The user with id '2' created the 'resource' activity with course module id '68'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"File: Small files",System,"Course module created","The user with id '2' created the 'resource' activity with course module id '67'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Page: Page 1",System,"Course module created","The user with id '2' created the 'page' activity with course module id '66'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Grade item updated","The user with id '2' updated a grade item with id '13' of type 'mod' and name 'Assignment 1' in the course with the id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Grade item updated","The user with id '2' updated a grade item with id '13' of type 'mod' and name 'Assignment 1' in the course with the id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Assignment: Assignment 1",System,"Course module created","The user with id '2' created the 'assign' activity with course module id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Grade item created","The user with id '2' created a grade item with id '13' of type 'mod' and name 'Assignment 1' in the course with the id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Grade item created","The user with id '2' created a grade item with id '12' of type 'course' and name '' in the course with the id '3'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'self' with id '6'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'guest' with id '5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'manual' with id '4'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Course section created","The user with id '2' created section number '1' for the course with id '3'",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Course section created","The user with id '2' created section number '0' for the course with id '3'",web,0:0:0:0:0:0:0:1
"28/05/20, 10:26","Admin User",-,"Course: Algebra",System,"Course created","The user with id '2' created the course with id '3'.",web,0:0:0:0:0:0:0:1
