Time,"User full name","Affected user","Event context",Component,"Event name",Description,Origin,"IP address"
"28/05/20, 10:28","Admin User",-,"Course: Accounting",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Course: Accounting","Grader report","Grader report viewed","The user with id '2' viewed the grader report in the gradebook.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Course: Accounting","User tours","Tour ended","The user with id '2' has ended the tour with id '1' at step index '5' (id '6') on the page with URL 'http://localhost/course/view.php?id=2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Course: Accounting","User tours","Step shown","The user with id '2' has viewed the tour with id '1' at step index '5' (id '6') on the page with URL 'http://localhost/course/view.php?id=2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Course: Accounting","User tours","Step shown","The user with id '2' has viewed the tour with id '1' at step index '1' (id '2') on the page with URL 'http://localhost/course/view.php?id=2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Course: Accounting","User tours","Step shown","The user with id '2' has viewed the tour with id '1' at step index '0' (id '1') on the page with URL 'http://localhost/course/view.php?id=2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Course: Accounting","User tours","Tour started","The user with id '2' has started the tour with id '1' on the page with URL 'http://localhost/course/view.php?id=2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Course: Accounting",System,"Course viewed","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '19' in the discussion '10' located in the forum with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '17' in the discussion '9' located in the forum with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '15' in the discussion '8' located in the forum with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '13' in the discussion '7' located in the forum with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '11' in the discussion '6' located in the forum with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '9' in the discussion '5' located in the forum with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '7' in the discussion '4' located in the forum with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '5' in the discussion '3' located in the forum with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '3' in the discussion '2' located in the forum with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",Forum,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '1' in the discussion '1' located in the forum with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User",-,"Forum: Forum",System,"Course module created","The user with id '2' created the 'forum' activity with course module id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","大翔 高橋","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '102'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","大翔 高橋","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '102' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Анастасия Козлова","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '101'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Анастасия Козлова","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '101' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Tereza Kučerová","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '100'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Tereza Kučerová","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '100' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","颯太 高橋","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '99'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","颯太 高橋","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '99' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","颯太 鈴木","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '98'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","颯太 鈴木","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '98' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Ethan Williams","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '97'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Ethan Williams","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '97' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Hanna Hoffmann","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '96'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Hanna Hoffmann","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '96' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Lena Hoffmann","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '95'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Lena Hoffmann","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '95' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","拓海 渡辺","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '94'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","拓海 渡辺","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '94' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Eliška Němcová","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '93'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Eliška Němcová","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '93' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Timm Fischer","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '92'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Timm Fischer","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '92' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","芳 陈","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '91'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","芳 陈","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '91' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Timm Schneider","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '90'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Timm Schneider","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '90' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Lena Weber","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '89'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Lena Weber","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '89' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Jayden Brown","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '88'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Jayden Brown","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '88' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Timm Fischer","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '87'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Timm Fischer","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '87' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","秀英 黃","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '86'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","秀英 黃","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '86' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Leah Becker","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '85'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Leah Becker","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '85' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Laura Becker","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '84'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Laura Becker","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '84' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","伟 楊","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '83'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","伟 楊","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '83' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Adéla Němcová","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '82'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Adéla Němcová","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '82' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Lena Becker","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '81'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Lena Becker","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '81' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Timm Schmidt","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '80'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Timm Schmidt","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '80' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","秀英 王","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '79'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","秀英 王","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '79' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Hanna Wagner","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '78'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Hanna Wagner","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '78' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Laura Becker","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '77'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Laura Becker","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '77' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Даниил Кузнецов","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '76'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Даниил Кузнецов","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '76' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Hanna Hoffmann","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '75'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Hanna Hoffmann","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '75' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Ethan Smith","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '74'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Ethan Smith","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '74' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Дарья Петрова","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '73'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Дарья Петрова","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '73' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Jacob Brown","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '72'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Jacob Brown","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '72' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Jan Novák","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '71'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Jan Novák","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '71' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Jakub Novotný","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '70'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Jakub Novotný","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '70' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Дарья Морозова","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '69'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Дарья Морозова","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '69' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Lukas Schmidt","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '68'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Lukas Schmidt","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '68' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Luca Schmidt","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '67'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Luca Schmidt","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '67' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Sophia Wilson","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '66'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Sophia Wilson","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '66' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","伟 刘","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '65'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","伟 刘","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '65' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","秀英 王","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '64'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","秀英 王","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '64' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Karolína Procházková","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '63'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Karolína Procházková","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '63' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Мария Петрова","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '62'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Мария Петрова","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '62' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Мария Лебедева","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '61'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Мария Лебедева","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '61' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Артем Попов","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '60'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Артем Попов","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '60' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Michael Williams","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '59'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Michael Williams","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '59' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Lena Schulz","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '58'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Lena Schulz","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '58' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","伟 张","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '57'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","伟 张","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '57' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Anna Veselá","Course: Accounting",System,"Role assigned","The user with id '2' assigned the role with id '5' to the user with id '56'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:24","Admin User","Anna Veselá","Course: Accounting",System,"User enrolled in course","The user with id '2' enrolled the user with id '56' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
